full_text,sentences,cleansing,case folding,tokens,normalize,Stopword,stemming
RILLLL janjiw kyk kopi pabrik,RILLLL janjiw kyk kopi pabrik,RILLLL janjiw kyk kopi pabrik,rillll janjiw kyk kopi pabrik,"['rillll', 'janjiw', 'kyk', 'kopi', 'pabrik']","['rillll', 'janji jiwa', 'kayak', 'kopi', 'pabrik']","['rillll', 'janji jiwa', 'kayak', 'kopi', 'pabrik']",rillll janji_jiwa kayak kopi pabrik
@aimr0d Soal rasa prefer fore sama point tapi kalo nyaman keknya nako sama janjiw enak buat nongkrong,@aimr0d Soal rasa prefer fore sama point tapi kalo nyaman keknya nako sama janjiw enak buat nongkrong, Soal rasa prefer fore sama point tapi kalo nyaman keknya nako sama janjiw enak buat nongkrong, soal rasa prefer fore sama point tapi kalo nyaman keknya nako sama janjiw enak buat nongkrong,"['soal', 'rasa', 'prefer', 'fore', 'sama', 'point', 'tapi', 'kalo', 'nyaman', 'keknya', 'nako', 'sama', 'janjiw', 'enak', 'buat', 'nongkrong']","['soal', 'rasa', 'prefer', 'fore', 'sama', 'point', 'tapi', 'kalo', 'nyaman', 'kayaknya', 'nako', 'sama', 'janji jiwa', 'enak', 'buat', 'kumpul']","['soal', 'rasa', 'prefer', 'fore', 'sama', 'point', 'kalo', 'nyaman', 'kayaknya', 'nako', 'sama', 'janji jiwa', 'enak', 'buat', 'kumpul']",soal rasa prefer fore sama point kalo nyaman kayak nako sama janji_jiwa enak buat kumpul
urutan sering beli 1. tuku wajib nyetok 2. janjiw promo+ tempat ny enak 3. kopi kenangan sesuai mood 4. point coffee klo lewat 5. fore kl pgn bgt (soalny jauh) 6. kopi nako dl sering semenjak abis putus g prnh beli lg pdhal w suka bgt,urutan sering beli 1. tuku wajib nyetok 2. janjiw promo+ tempat ny enak 3. kopi kenangan sesuai mood 4. point coffee klo lewat 5. fore kl pgn bgt (soalny jauh) 6. kopi nako dl sering semenjak abis putus g prnh beli lg pdhal w suka bgt,urutan sering beli  tuku wajib nyetok  janjiw promo tempat ny enak  kopi kenangan sesuai mood  point coffee klo lewat  fore kl pgn bgt soalny jauh  kopi nako dl sering semenjak abis putus g prnh beli lg pdhal w suka bgt,urutan sering beli  tuku wajib nyetok  janjiw promo tempat ny enak  kopi kenangan sesuai mood  point coffee klo lewat  fore kl pgn bgt soalny jauh  kopi nako dl sering semenjak abis putus g prnh beli lg pdhal w suka bgt,"['urutan', 'sering', 'beli', 'tuku', 'wajib', 'nyetok', 'janjiw', 'promo', 'tempat', 'ny', 'enak', 'kopi', 'kenangan', 'sesuai', 'mood', 'point', 'coffee', 'klo', 'lewat', 'fore', 'kl', 'pgn', 'bgt', 'soalny', 'jauh', 'kopi', 'nako', 'dl', 'sering', 'semenjak', 'abis', 'putus', 'g', 'prnh', 'beli', 'lg', 'pdhal', 'w', 'suka', 'bgt']","['urutan', 'sering', 'beli', 'tuku', 'wajib', 'nyetok', 'janji jiwa', 'promo', 'tempat', 'nya', 'enak', 'kopi', 'kenangan', 'sesuai', 'mood', 'point', 'coffee', 'kalo', 'lewat', 'fore', 'kalo', 'pengen', 'banget', 'soalny', 'jauh', 'kopi', 'nako', 'dulu', 'sering', 'semenjak', 'habis', 'putus', 'enggak', 'pernah', 'beli', 'lagi', 'padahal', 'gue', 'suka', 'banget']","['urutan', 'sering', 'beli', 'tuku', 'wajib', 'nyetok', 'janji jiwa', 'promo', 'tempat', 'nya', 'enak', 'kopi', 'kenangan', 'sesuai', 'mood', 'point', 'coffee', 'kalo', 'lewat', 'fore', 'kalo', 'pengen', 'banget', 'soalny', 'jauh', 'kopi', 'nako', 'dulu', 'sering', 'semenjak', 'habis', 'putus', 'enggak', 'pernah', 'beli', 'padahal', 'gue', 'suka', 'banget']",urut sering beli tuku wajib nyetok janji_jiwa promo tempat nya enak kopi kenang sesuai mood point coffee kalo lewat fore kalo ken banget soalny jauh kopi nako dulu sering semenjak habis putus enggak pernah beli padahal gue suka banget
urutan selera 1. tuku : kopi susu tetangga 2. kopi kenangan : kopken mantan 3. fore : aren latte butterscoth sea salt latte 4. janjiw : kopsu senja blend 5. point coffee : kopi saku 6. kopi nako : es kopi nako strong es kopi nako durian less sugar semua,urutan selera 1. tuku : kopi susu tetangga 2. kopi kenangan : kopken mantan 3. fore : aren latte butterscoth sea salt latte 4. janjiw : kopsu senja blend 5. point coffee : kopi saku 6. kopi nako : es kopi nako strong es kopi nako durian less sugar semua,urutan selera  tuku  kopi susu tetangga  kopi kenangan  kopken mantan  fore  aren latte butterscoth sea salt latte  janjiw  kopsu senja blend  point coffee  kopi saku  kopi nako  es kopi nako strong es kopi nako durian less sugar semua,urutan selera  tuku  kopi susu tetangga  kopi kenangan  kopken mantan  fore  aren latte butterscoth sea salt latte  janjiw  kopsu senja blend  point coffee  kopi saku  kopi nako  es kopi nako strong es kopi nako durian less sugar semua,"['urutan', 'selera', 'tuku', 'kopi', 'susu', 'tetangga', 'kopi', 'kenangan', 'kopken', 'mantan', 'fore', 'aren', 'latte', 'butterscoth', 'sea', 'salt', 'latte', 'janjiw', 'kopsu', 'senja', 'blend', 'point', 'coffee', 'kopi', 'saku', 'kopi', 'nako', 'es', 'kopi', 'nako', 'strong', 'es', 'kopi', 'nako', 'durian', 'less', 'sugar', 'semua']","['urutan', 'selera', 'tuku', 'kopi', 'susu', 'tetangga', 'kopi', 'kenangan', 'kopi kenangan', 'mantan', 'fore', 'aren', 'latte', 'butterscoth', 'sea', 'salt', 'latte', 'janji jiwa', 'kopsu', 'senja', 'blend', 'point', 'coffee', 'kopi', 'saku', 'kopi', 'nako', 'es', 'kopi', 'nako', 'strong', 'es', 'kopi', 'nako', 'durian', 'less', 'sugar', 'semua']","['urutan', 'selera', 'tuku', 'kopi', 'susu', 'tetangga', 'kopi', 'kenangan', 'kopi kenangan', 'mantan', 'fore', 'aren', 'latte', 'butterscoth', 'sea', 'salt', 'latte', 'janji jiwa', 'kopsu', 'senja', 'blend', 'point', 'coffee', 'kopi', 'saku', 'kopi', 'nako', 'es', 'kopi', 'nako', 'strong', 'es', 'kopi', 'nako', 'durian', 'less', 'sugar', 'semua']",urut selera tuku kopi susu tetangga kopi kenang kopi kenang mantan fore aren latte butterscoth sea salt latte janji_jiwa kopsu senja blend point coffee kopi saku kopi nako es kopi nako strong es kopi nako durian less sugar semua
janjiw in this industry ¿,janjiw in this industry ¿,janjiw in this industry ,janjiw in this industry ,"['janjiw', 'in', 'this', 'industry']","['janji jiwa', 'ini', 'this', 'industry']","['janji jiwa', 'this', 'industry']",janji_jiwa this industry
pernah nyoba tomoro kopken sm janjiw rasanya kek yaudah aja,pernah nyoba tomoro kopken sm janjiw rasanya kek yaudah aja,pernah nyoba tomoro kopken sm janjiw rasanya kek yaudah aja,pernah nyoba tomoro kopken sm janjiw rasanya kek yaudah aja,"['pernah', 'nyoba', 'tomoro', 'kopken', 'sm', 'janjiw', 'rasanya', 'kek', 'yaudah', 'aja']","['pernah', 'mencoba', 'tomoro', 'kopi kenangan', 'sama', 'janji jiwa', 'rasanya', 'kayak', 'yaudah', 'saja']","['pernah', 'mencoba', 'tomoro', 'kopi kenangan', 'sama', 'janji jiwa', 'rasanya', 'kayak', 'yaudah']",pernah coba tomoro kopi kenang sama janji_jiwa rasa kayak yaudah
@MatterOfSin Emang kurang sih rasa janjiw ,@MatterOfSin Emang kurang sih rasa janjiw, Emang kurang sih rasa janjiw, emang kurang sih rasa janjiw,"['emang', 'kurang', 'sih', 'rasa', 'janjiw']","['memang', 'kurang', 'sih', 'rasa', 'janji jiwa']","['memang', 'kurang', 'sih', 'rasa', 'janji jiwa']",memang kurang sih rasa janji_jiwa
gue setiap minum janjiw pasti abisnya SAKIT PERUT kaya maagh gw tau mana kopi ga enak KAYA APA YA GW GASUKA JANJIW BGT COK SELALU BIKIN SAKIT PERUT padahal kopken aja kagak,gue setiap minum janjiw pasti abisnya SAKIT PERUT kaya maagh gw tau mana kopi ga enak KAYA APA YA GW GASUKA JANJIW BGT COK SELALU BIKIN SAKIT PERUT padahal kopken aja kagak,gue setiap minum janjiw pasti abisnya SAKIT PERUT kaya maagh gw tau mana kopi ga enak KAYA APA YA GW GASUKA JANJIW BGT COK SELALU BIKIN SAKIT PERUT padahal kopken aja kagak,gue setiap minum janjiw pasti abisnya sakit perut kaya maagh gw tau mana kopi ga enak kaya apa ya gw gasuka janjiw bgt cok selalu bikin sakit perut padahal kopken aja kagak,"['gue', 'setiap', 'minum', 'janjiw', 'pasti', 'abisnya', 'sakit', 'perut', 'kaya', 'maagh', 'gw', 'tau', 'mana', 'kopi', 'ga', 'enak', 'kaya', 'apa', 'ya', 'gw', 'gasuka', 'janjiw', 'bgt', 'cok', 'selalu', 'bikin', 'sakit', 'perut', 'padahal', 'kopken', 'aja', 'kagak']","['saya', 'setiap', 'minum', 'janji jiwa', 'pasti', 'abisnya', 'sakit', 'perut', 'kayak', 'maagh', 'saya', 'tau', 'mana', 'kopi', 'engga', 'enak', 'kayak', 'apa', 'ya', 'saya', 'gasuka', 'janji jiwa', 'banget', 'cok', 'selalu', 'bikin', 'sakit', 'perut', 'padahal', 'kopi kenangan', 'saja', 'kagak']","['minum', 'janji jiwa', 'abisnya', 'sakit', 'perut', 'kayak', 'maagh', 'tau', 'mana', 'kopi', 'engga', 'enak', 'kayak', 'apa', 'gasuka', 'janji jiwa', 'banget', 'cok', 'selalu', 'bikin', 'sakit', 'perut', 'padahal', 'kopi kenangan', 'kagak']",minum janji_jiwa abis sakit perut kayak maagh tau mana kopi engga enak kayak apa gasuka janji_jiwa banget cok selalu bikin sakit perut padahal kopi kenang kagak
Kopi Janjiw lebih ke toastnya yang enak,Kopi Janjiw lebih ke toastnya yang enak,Kopi Janjiw lebih ke toastnya yang enak,kopi janjiw lebih ke toastnya yang enak,"['kopi', 'janjiw', 'lebih', 'ke', 'toastnya', 'yang', 'enak']","['kopi', 'janji jiwa', 'lebih', 'ke', 'toastnya', 'yang', 'enak']","['kopi', 'janji jiwa', 'lebih', 'toastnya', 'enak']",kopi janji_jiwa lebih toastnya enak
kopken sama janjiw tapi yang non kopi soalnya gasuka kopi tapi asli menu non kopi janjiw sama kopken seenak itu,kopken sama janjiw tapi yang non kopi soalnya gasuka kopi tapi asli menu non kopi janjiw sama kopken seenak itu,kopken sama janjiw tapi yang non kopi soalnya gasuka kopi tapi asli menu non kopi janjiw sama kopken seenak itu,kopken sama janjiw tapi yang non kopi soalnya gasuka kopi tapi asli menu non kopi janjiw sama kopken seenak itu,"['kopken', 'sama', 'janjiw', 'tapi', 'yang', 'non', 'kopi', 'soalnya', 'gasuka', 'kopi', 'tapi', 'asli', 'menu', 'non', 'kopi', 'janjiw', 'sama', 'kopken', 'seenak', 'itu']","['kopi kenangan', 'sama', 'janji jiwa', 'tapi', 'yang', 'non', 'kopi', 'soalnya', 'gasuka', 'kopi', 'tapi', 'asli', 'menu', 'non', 'kopi', 'janji jiwa', 'sama', 'kopi kenangan', 'seenak', 'itu']","['kopi kenangan', 'sama', 'janji jiwa', 'non', 'kopi', 'soalnya', 'gasuka', 'kopi', 'asli', 'menu', 'non', 'kopi', 'janji jiwa', 'sama', 'kopi kenangan', 'seenak']",kopi kenang sama janji_jiwa non kopi soal gasuka kopi asli menu non kopi janji_jiwa sama kopi kenang enak
janjiw yg baru enak . hrs coba,janjiw yg baru enak .,janjiw yg baru enak ,janjiw yg baru enak ,"['janjiw', 'yg', 'baru', 'enak']","['janji jiwa', 'yang', 'baru', 'enak']","['janji jiwa', 'baru', 'enak']",janji_jiwa baru enak
janjiw yg baru enak . hrs coba,hrs coba,hrs coba,hrs coba,"['hrs', 'coba']","['harus', 'coba']",['coba'],coba
Janjiw comberan is real tho wkwkwkwk,Janjiw comberan is real tho wkwkwkwk,Janjiw comberan is real tho wkwkwkwk,janjiw comberan is real tho wkwkwkwk,"['janjiw', 'comberan', 'is', 'real', 'tho', 'wkwkwkwk']","['janji jiwa', 'kualitas buruk', 'is', 'real', 'juga', 'wkwkwkwk']","['janji jiwa', 'kualitas buruk', 'is', 'real', 'wkwkwkwk']",janji_jiwa kualitas buruk is real wkwkwkwk
secacat itu kah janjiw,secacat itu kah janjiw,secacat itu kah janjiw,secacat itu kah janjiw,"['secacat', 'itu', 'kah', 'janjiw']","['secacat', 'itu', 'kah', 'janji jiwa']","['secacat', 'janji jiwa']",cacat janji_jiwa
Janjiw kalau gada promom bundling sama toast nya gak bakal gw beli,Janjiw kalau gada promom bundling sama toast nya gak bakal gw beli,Janjiw kalau gada promom bundling sama toast nya gak bakal gw beli,janjiw kalau gada promom bundling sama toast nya gak bakal gw beli,"['janjiw', 'kalau', 'gada', 'promom', 'bundling', 'sama', 'toast', 'nya', 'gak', 'bakal', 'gw', 'beli']","['janji jiwa', 'kalau', 'enggak ada', 'promom', 'bundling', 'sama', 'toast', 'nya', 'enggak', 'bakal', 'saya', 'beli']","['janji jiwa', 'kalau', 'enggak ada', 'promom', 'bundling', 'sama', 'toast', 'nya', 'enggak', 'bakal', 'beli']",janji_jiwa kalau enggak ada promom bundling sama toast nya enggak bakal beli
@aimr0d Coklat janjiw gaenak,@aimr0d Coklat janjiw gaenak, Coklat janjiw gaenak, coklat janjiw gaenak,"['coklat', 'janjiw', 'gaenak']","['coklat', 'janji jiwa', 'gaenak']","['coklat', 'janji jiwa', 'gaenak']",coklat janji_jiwa gaenak
monyet janjiw gua,monyet janjiw gua,monyet janjiw gua,monyet janjiw gua,"['monyet', 'janjiw', 'gua']","['monyet', 'janji jiwa', 'gua']","['monyet', 'janji jiwa', 'gua']",monyet janji_jiwa gua
@bynadna @FOODFESS2 Janjiw strong? Yaa gpp sih lidah orang beda ,@bynadna @FOODFESS2 Janjiw strong?,  Janjiw strong,  janjiw strong,"['janjiw', 'strong']","['janji jiwa', 'strong']","['janji jiwa', 'strong']",janji_jiwa strong
@bynadna @FOODFESS2 Janjiw strong? Yaa gpp sih lidah orang beda ,Yaa gpp sih lidah orang beda,Yaa gpp sih lidah orang beda,yaa gpp sih lidah orang beda,"['yaa', 'gpp', 'sih', 'lidah', 'orang', 'beda']","['ya', 'enggak apa-apa', 'sih', 'lidah', 'orang', 'beda']","['enggak apa-apa', 'sih', 'lidah', 'orang', 'beda']",enggak apa sih lidah orang beda
janjiw is the real air comberan gak akan pernah lupa sama pengalaman muntah dan muntahin janjiw,janjiw is the real air comberan gak akan pernah lupa sama pengalaman muntah dan muntahin janjiw,janjiw is the real air comberan gak akan pernah lupa sama pengalaman muntah dan muntahin janjiw,janjiw is the real air comberan gak akan pernah lupa sama pengalaman muntah dan muntahin janjiw,"['janjiw', 'is', 'the', 'real', 'air', 'comberan', 'gak', 'akan', 'pernah', 'lupa', 'sama', 'pengalaman', 'muntah', 'dan', 'muntahin', 'janjiw']","['janji jiwa', 'is', 'the', 'real', 'air', 'kualitas buruk', 'enggak', 'akan', 'pernah', 'lupa', 'sama', 'pengalaman', 'muntah', 'dan', 'muntahin', 'janji jiwa']","['janji jiwa', 'is', 'the', 'real', 'air', 'kualitas buruk', 'enggak', 'pernah', 'lupa', 'sama', 'pengalaman', 'muntah', 'muntahin', 'janji jiwa']",janji_jiwa is the real air kualitas buruk enggak pernah lupa sama alam muntah muntahin janji_jiwa
@sambatanfisika @camilamacchiato Goat antara kopken sm tomoro Okelah tuku sm janjiw familymart Kemahalan (tidak ada kata mahal untuk kopi) Ada yg beli point. Soalny pertama kali beli hambar bet,@sambatanfisika @camilamacchiato Goat antara kopken sm tomoro Okelah tuku sm janjiw familymart Kemahalan (tidak ada kata mahal untuk kopi) Ada yg beli point.,  Goat antara kopken sm tomoro Okelah tuku sm janjiw familymart Kemahalan tidak ada kata mahal untuk kopi Ada yg beli point,  goat antara kopken sm tomoro okelah tuku sm janjiw familymart kemahalan tidak ada kata mahal untuk kopi ada yg beli point,"['goat', 'antara', 'kopken', 'sm', 'tomoro', 'okelah', 'tuku', 'sm', 'janjiw', 'familymart', 'kemahalan', 'tidak', 'ada', 'kata', 'mahal', 'untuk', 'kopi', 'ada', 'yg', 'beli', 'point']","['goat', 'antara', 'kopi kenangan', 'sama', 'tomoro', 'okelah', 'tuku', 'sama', 'janji jiwa', 'familymart', 'kemahalan', 'tidak', 'ada', 'kata', 'mahal', 'untuk', 'kopi', 'ada', 'yang', 'beli', 'point']","['goat', 'kopi kenangan', 'sama', 'tomoro', 'okelah', 'tuku', 'sama', 'janji jiwa', 'familymart', 'kemahalan', 'kata', 'mahal', 'kopi', 'beli', 'point']",goat kopi kenang sama tomoro oke tuku sama janji_jiwa familymart mahal kata mahal kopi beli point
@sambatanfisika @camilamacchiato Goat antara kopken sm tomoro Okelah tuku sm janjiw familymart Kemahalan (tidak ada kata mahal untuk kopi) Ada yg beli point. Soalny pertama kali beli hambar bet,Soalny pertama kali beli hambar bet,Soalny pertama kali beli hambar bet,soalny pertama kali beli hambar bet,"['soalny', 'pertama', 'kali', 'beli', 'hambar', 'bet']","['soalny', 'pertama', 'kali', 'beli', 'hambar', 'banget']","['soalny', 'pertama', 'kali', 'beli', 'hambar', 'banget']",soalny pertama kali beli hambar banget
@aimr0d woi mksd bgt janjiw ,@aimr0d woi mksd bgt janjiw, woi mksd bgt janjiw, woi mksd bgt janjiw,"['woi', 'mksd', 'bgt', 'janjiw']","['woi', 'maksud', 'banget', 'janji jiwa']","['woi', 'maksud', 'banget', 'janji jiwa']",woi maksud banget janji_jiwa
@tanyakanrl kalo kopi janjiw sama fore klo non coffe point sama tomoro,@tanyakanrl kalo kopi janjiw sama fore klo non coffe point sama tomoro, kalo kopi janjiw sama fore klo non coffe point sama tomoro, kalo kopi janjiw sama fore klo non coffe point sama tomoro,"['kalo', 'kopi', 'janjiw', 'sama', 'fore', 'klo', 'non', 'coffe', 'point', 'sama', 'tomoro']","['kalo', 'kopi', 'janji jiwa', 'sama', 'fore', 'kalo', 'non', 'coffe', 'point', 'sama', 'tomoro']","['kalo', 'kopi', 'janji jiwa', 'sama', 'fore', 'kalo', 'non', 'coffe', 'point', 'sama', 'tomoro']",kalo kopi janji_jiwa sama fore kalo non coffe point sama tomoro
tiap minum janjiw langsung mules kalo ga gemeter hoeek,tiap minum janjiw langsung mules kalo ga gemeter hoeek,tiap minum janjiw langsung mules kalo ga gemeter hoeek,tiap minum janjiw langsung mules kalo ga gemeter hoeek,"['tiap', 'minum', 'janjiw', 'langsung', 'mules', 'kalo', 'ga', 'gemeter', 'hoeek']","['tiap', 'minum', 'janji jiwa', 'langsung', 'mules', 'kalo', 'engga', 'gemeter', 'hoeek']","['tiap', 'minum', 'janji jiwa', 'langsung', 'mules', 'kalo', 'engga', 'gemeter', 'hoeek']",tiap minum janji_jiwa langsung mules kalo engga gemeter hoeek
1. arabica 2. filosofi 3. fore 4. point 5. fm 6. tomoro 7. nako 8. kopken 9. janjiw penasaran tuku,1. arabica 2. filosofi 3. fore 4. point 5. fm 6. tomoro 7. nako 8. kopken 9. janjiw penasaran tuku, arabica  filosofi  fore  point  fm  tomoro  nako  kopken  janjiw penasaran tuku, arabica  filosofi  fore  point  fm  tomoro  nako  kopken  janjiw penasaran tuku,"['arabica', 'filosofi', 'fore', 'point', 'fm', 'tomoro', 'nako', 'kopken', 'janjiw', 'penasaran', 'tuku']","['arabica', 'filosofi', 'fore', 'point', 'fm', 'tomoro', 'nako', 'kopi kenangan', 'janji jiwa', 'penasaran', 'tuku']","['arabica', 'filosofi', 'fore', 'point', 'fm', 'tomoro', 'nako', 'kopi kenangan', 'janji jiwa', 'penasaran', 'tuku']",arabica filosofi fore point fm tomoro nako kopi kenang janji_jiwa penasaran tuku
No. 4 JanJiw jujur ya kl ada yg beliin gue ini cmn karna kalian tau gue suka kopi pasti sbenernya kita ga temenan anjir. salah satu contoh kopi franchise that i referred to earlier. gue gangerti enaknya dimana gue bisa pusing maaf.,No.,No,no,['no'],['no'],['no'],no
No. 4 JanJiw jujur ya kl ada yg beliin gue ini cmn karna kalian tau gue suka kopi pasti sbenernya kita ga temenan anjir. salah satu contoh kopi franchise that i referred to earlier. gue gangerti enaknya dimana gue bisa pusing maaf.,4 JanJiw jujur ya kl ada yg beliin gue ini cmn karna kalian tau gue suka kopi pasti sbenernya kita ga temenan anjir., JanJiw jujur ya kl ada yg beliin gue ini cmn karna kalian tau gue suka kopi pasti sbenernya kita ga temenan anjir, janjiw jujur ya kl ada yg beliin gue ini cmn karna kalian tau gue suka kopi pasti sbenernya kita ga temenan anjir,"['janjiw', 'jujur', 'ya', 'kl', 'ada', 'yg', 'beliin', 'gue', 'ini', 'cmn', 'karna', 'kalian', 'tau', 'gue', 'suka', 'kopi', 'pasti', 'sbenernya', 'kita', 'ga', 'temenan', 'anjir']","['janji jiwa', 'jujur', 'ya', 'kalo', 'ada', 'yang', 'belikan', 'saya', 'ini', 'cuman', 'karena', 'kalian', 'tau', 'saya', 'suka', 'kopi', 'pasti', 'sebenarnya', 'kita', 'engga', 'berteman', 'anjir']","['janji jiwa', 'jujur', 'kalo', 'belikan', 'cuman', 'kalian', 'tau', 'suka', 'kopi', 'sebenarnya', 'engga', 'berteman', 'anjir']",janji_jiwa jujur kalo belikan cuman kalian tau suka kopi benar engga teman anjir
No. 4 JanJiw jujur ya kl ada yg beliin gue ini cmn karna kalian tau gue suka kopi pasti sbenernya kita ga temenan anjir. salah satu contoh kopi franchise that i referred to earlier. gue gangerti enaknya dimana gue bisa pusing maaf.,salah satu contoh kopi franchise that i referred to earlier.,salah satu contoh kopi franchise that i referred to earlier,salah satu contoh kopi franchise that i referred to earlier,"['salah', 'satu', 'contoh', 'kopi', 'franchise', 'that', 'i', 'referred', 'to', 'earlier']","['salah', 'satu', 'contoh', 'kopi', 'franchise', 'that', 'i', 'referred', 'tapi', 'earlier']","['salah', 'satu', 'contoh', 'kopi', 'franchise', 'that', 'i', 'referred', 'earlier']",salah satu contoh kopi franchise that i referred earlier
No. 4 JanJiw jujur ya kl ada yg beliin gue ini cmn karna kalian tau gue suka kopi pasti sbenernya kita ga temenan anjir. salah satu contoh kopi franchise that i referred to earlier. gue gangerti enaknya dimana gue bisa pusing maaf.,gue gangerti enaknya dimana gue bisa pusing maaf.,gue gangerti enaknya dimana gue bisa pusing maaf,gue gangerti enaknya dimana gue bisa pusing maaf,"['gue', 'gangerti', 'enaknya', 'dimana', 'gue', 'bisa', 'pusing', 'maaf']","['saya', 'gangerti', 'enaknya', 'dimana', 'saya', 'bisa', 'pusing', 'maaf']","['gangerti', 'enaknya', 'pusing', 'maaf']",gangerti enak pusing maaf
@tanyakanrl bingung sm yg lebi pilih kopi kenangan drpd janjiw jelas enak janjiw dahal,@tanyakanrl bingung sm yg lebi pilih kopi kenangan drpd janjiw jelas enak janjiw dahal, bingung sm yg lebi pilih kopi kenangan drpd janjiw jelas enak janjiw dahal, bingung sm yg lebi pilih kopi kenangan drpd janjiw jelas enak janjiw dahal,"['bingung', 'sm', 'yg', 'lebi', 'pilih', 'kopi', 'kenangan', 'drpd', 'janjiw', 'jelas', 'enak', 'janjiw', 'dahal']","['bingung', 'sama', 'yang', 'lebi', 'pilih', 'kopi', 'kenangan', 'daripada', 'janji jiwa', 'jelas', 'enak', 'janji jiwa', 'dahal']","['bingung', 'sama', 'lebi', 'pilih', 'kopi', 'kenangan', 'janji jiwa', 'jelas', 'enak', 'janji jiwa', 'dahal']",bingung sama lebi pilih kopi kenang janji_jiwa jelas enak janji_jiwa dahal
